"OIDField","OBJECTID","DEPCODE","Country","State","County","CityName","Cases"
"51Pasco",825,51,"USA","Florida","Pasco","Pasco","0"
"51Port Richey",142,51,"USA","Florida","Pasco","Port Richey","586"
"51Rainbow Oaks",1500,51,"USA","Florida","Pasco","Rainbow Oaks","0"
"51Saint Leo",130,51,"USA","Florida","Pasco","Saint Leo","3"
"51San Antonio",131,51,"USA","Florida","Pasco","San Antonio","52"
"51Seven Springs",688,51,"USA","Florida","Pasco","Seven Springs","1"
"51Spring Hill",710,51,"USA","Florida","Pasco","Spring Hill","138"
"51Trilby",486,51,"USA","Florida","Pasco","Trilby","4"
"51Trinity",689,51,"USA","Florida","Pasco","Trinity","87"
"51Wesley Chapel",536,51,"USA","Florida","Pasco","Wesley Chapel","995"
"51Zephyrhills",139,51,"USA","Florida","Pasco","Zephyrhills","619"
"52Baskin",965,52,"USA","Florida","Pinellas","Baskin","0"
"52Bay Pines",291,52,"USA","Florida","Pinellas","Bay Pines","11"
"52Belleair",278,52,"USA","Florida","Pinellas","Belleair","32"
"52Belleair Beach",281,52,"USA","Florida","Pinellas","Belleair Beach","23"
"52Belleair Bluffs",280,52,"USA","Florida","Pinellas","Belleair Bluffs","3"
"52Belleair Shores",967,52,"USA","Florida","Pinellas","Belleair Shores","0"
"52Clearwater",275,52,"USA","Florida","Pinellas","Clearwater","3578"
"52Clearwater Beach",690,52,"USA","Florida","Pinellas","Clearwater Beach","131"
"52Crystal Beach",171,52,"USA","Florida","Pinellas","Crystal Beach","19"
"52Curlew",942,52,"USA","Florida","Pinellas","Curlew","0"
"52Dunedin",269,52,"USA","Florida","Pinellas","Dunedin","448"
"52Feather Sound",961,52,"USA","Florida","Pinellas","Feather Sound","0"
"52Gandy",964,52,"USA","Florida","Pinellas","Gandy","0"
"52Gulfport",301,52,"USA","Florida","Pinellas","Gulfport","124"
"52Harbor Bluffs",968,52,"USA","Florida","Pinellas","Harbor Bluffs","0"
"52Highpoint",962,52,"USA","Florida","Pinellas","Highpoint","0"
"52Indian Rocks Beach",287,52,"USA","Florida","Pinellas","Indian Rocks Beach","56"
"52Indian Shores",284,52,"USA","Florida","Pinellas","Indian Shores","3"
"52Kenneth City",289,52,"USA","Florida","Pinellas","Kenneth City","108"
"52Largo",282,52,"USA","Florida","Pinellas","Largo","1892"
"52Lealman",286,52,"USA","Florida","Pinellas","Lealman","2"
"52Madeira Beach",296,52,"USA","Florida","Pinellas","Madeira Beach","29"
"52North Redington Beach",294,52,"USA","Florida","Pinellas","North Redington Beach","11"
"52Oldsmar",267,52,"USA","Florida","Pinellas","Oldsmar","317"
"52Palm Harbor",172,52,"USA","Florida","Pinellas","Palm Harbor","1008"
"52Pasadena",691,52,"USA","Florida","Pinellas","Pasadena","6"
"52Pinellas Park",283,52,"USA","Florida","Pinellas","Pinellas Park","948"
"52Redington Beach",504,52,"USA","Florida","Pinellas","Redington Beach","2"
"52Redington Shores",972,52,"USA","Florida","Pinellas","Redington Shores","2"
"52Safety Harbor",272,52,"USA","Florida","Pinellas","Safety Harbor","229"
"52Saint Pete Beach",307,52,"USA","Florida","Pinellas","Saint Pete Beach","11"
"52Saint Petersburg",298,52,"USA","Florida","Pinellas","Saint Petersburg","7488"
"52Seminole",288,52,"USA","Florida","Pinellas","Seminole","850"
"52South Pasadena",300,52,"USA","Florida","Pinellas","South Pasadena","59"
"52Tampa",692,52,"USA","Florida","Pinellas","Tampa","2"
"52Tarpon Springs",166,52,"USA","Florida","Pinellas","Tarpon Springs","552"
"52Tierra Verde",693,52,"USA","Florida","Pinellas","Tierra Verde","14"
"52Treasure Island",299,52,"USA","Florida","Pinellas","Treasure Island","9"
"53Alcoma",839,53,"USA","Florida","Polk","Alcoma","0"
"53Alturas",174,53,"USA","Florida","Polk","Alturas","3"
"53Auburndale",146,53,"USA","Florida","Polk","Auburndale","664"
"53Avon Park",711,53,"USA","Florida","Polk","Avon Park","66"
"53Babson Park",266,53,"USA","Florida","Polk","Babson Park","36"
"53Bartow",176,53,"USA","Florida","Polk","Bartow","734"
"53Bereah",966,53,"USA","Florida","Polk","Bereah","0"
"53Bradley",694,53,"USA","Florida","Polk","Bradley","7"
"53Bradley Junction",960,53,"USA","Florida","Polk","Bradley Junction","0"
"53Combee Settlement",830,53,"USA","Florida","Polk","Combee Settlement","0"
"53Crooked Lake Park",945,53,"USA","Florida","Polk","Crooked Lake Park","0"
"53Crystal Lake",836,53,"USA","Florida","Polk","Crystal Lake","0"
"53Cypress Gardens",154,53,"USA","Florida","Polk","Cypress Gardens","1"
"53Davenport",136,53,"USA","Florida","Polk","Davenport","1172"
"53Dundee",147,53,"USA","Florida","Polk","Dundee","73"
"53Eagle Lake",162,53,"USA","Florida","Polk","Eagle Lake","82"
"53Eaton Park",160,53,"USA","Florida","Polk","Eaton Park","12"
"53Eloise",695,53,"USA","Florida","Polk","Eloise","7"
"53Eva",816,53,"USA","Florida","Polk","Eva","0"
"53Fort Meade",277,53,"USA","Florida","Polk","Fort Meade","242"
"53Frostproof",274,53,"USA","Florida","Polk","Frostproof","279"
"53Fruit Cove",1506,53,"USA","Florida","Polk","Fruit Cove","0"
"53Fussels Corner",833,53,"USA","Florida","Polk","Fussels Corner","0"
"53Gibsonia",143,53,"USA","Florida","Polk","Gibsonia","2"
"53Haines City",140,53,"USA","Florida","Polk","Haines City","1196"
"53Highland City",165,53,"USA","Florida","Polk","Highland City","9"
"53Highland Park",848,53,"USA","Florida","Polk","Highland Park","0"
"53Hillcrest Heights",949,53,"USA","Florida","Polk","Hillcrest Heights","0"
"53Homeland",273,53,"USA","Florida","Polk","Homeland","4"
"53Indian Lake Estates",493,53,"USA","Florida","Polk","Indian Lake Estates","5"
"53Jan Phyl Village",837,53,"USA","Florida","Polk","Jan Phyl Village","0"
"53Kathleen",144,53,"USA","Florida","Polk","Kathleen","8"
"53Kissimmee",696,53,"USA","Florida","Polk","Kissimmee","675"
"53Lake Alfred",141,53,"USA","Florida","Polk","Lake Alfred","162"
"53Lake Hamilton",145,53,"USA","Florida","Polk","Lake Hamilton","40"
"53Lake Of The Hills",844,53,"USA","Florida","Polk","Lake Of The Hills","0"
"53Lake Wales",167,53,"USA","Florida","Polk","Lake Wales","558"
"53Lakeland",159,53,"USA","Florida","Polk","Lakeland","4609"
"53Lakeland Highlands",843,53,"USA","Florida","Polk","Lakeland Highlands","0"
"53Loughman",488,53,"USA","Florida","Polk","Loughman","2"
"53Medulla",841,53,"USA","Florida","Polk","Medulla","0"
"53Mulberry",268,53,"USA","Florida","Polk","Mulberry","527"
"53Pembroke",957,53,"USA","Florida","Polk","Pembroke","0"
"53Poinciana",697,53,"USA","Florida","Polk","Poinciana","44"
"53Polk City",698,53,"USA","Florida","Polk","Polk City","323"
"53River Ranch",699,53,"USA","Florida","Polk","River Ranch","2"
"53Wahneta",161,53,"USA","Florida","Polk","Wahneta","7"
"53Waverly",156,53,"USA","Florida","Polk","Waverly","16"
"53West Frostproof",959,53,"USA","Florida","Polk","West Frostproof","0"
"53West Lake Wales",846,53,"USA","Florida","Polk","West Lake Wales","0"
"53Willow Oak",944,53,"USA","Florida","Polk","Willow Oak","0"
"53Winston",835,53,"USA","Florida","Polk","Winston","0"
"53Winter Haven",153,53,"USA","Florida","Polk","Winter Haven","2935"
"54Ankona",971,54,"USA","Florida","Putnam","Ankona","0"
"54Armstrong",1116,54,"USA","Florida","Putnam","Armstrong","0"
"54Bardin",1312,54,"USA","Florida","Putnam","Bardin","0"
"54Baywood",1311,54,"USA","Florida","Putnam","Baywood","0"
"54Bostwick",521,54,"USA","Florida","Putnam","Bostwick","1"
"54Butler Beach",1107,54,"USA","Florida","Putnam","Butler Beach","0"
"54Crescent Beach",1112,54,"USA","Florida","Putnam","Crescent Beach","0"
"54Crescent City",464,54,"USA","Florida","Putnam","Crescent City","336"
"54Crossley",1313,54,"USA","Florida","Putnam","Crossley","0"
"54Durbin",1068,54,"USA","Florida","Putnam","Durbin","0"
"54East Palatka",442,54,"USA","Florida","Putnam","East Palatka","91"
"54Florahome",440,54,"USA","Florida","Putnam","Florahome","14"
"54Fort Pierce",719,54,"USA","Florida","Putnam","Fort Pierce","0"
"54Fruit Cove",723,54,"USA","Florida","Putnam","Fruit Cove","0"
"54Fruitland",1503,54,"USA","Florida","Putnam","Fruitland","0"
"54Georgetown",526,54,"USA","Florida","Putnam","Georgetown","17"
"54Hastings",725,54,"USA","Florida","Putnam","Hastings","0"
"54Hawthorne",700,54,"USA","Florida","Putnam","Hawthorne","2"
"54Hilden",1074,54,"USA","Florida","Putnam","Hilden","0"
"54Hollister",600,54,"USA","Florida","Putnam","Hollister","13"
"54Indian River Estates",973,54,"USA","Florida","Putnam","Indian River Estates","0"
"54Indrio",954,54,"USA","Florida","Putnam","Indrio","0"
"54Interlachen",449,54,"USA","Florida","Putnam","Interlachen","68"
"54Lake Como",701,54,"","","","Lake Como","3"
"54Lakewood Park",956,54,"USA","Florida","Putnam","Lakewood Park","0"
"54Lundy",1136,54,"USA","Florida","Putnam","Lundy","0"
"54Melrose",702,54,"USA","Florida","Putnam","Melrose","41"
"54Nashua",1502,54,"USA","Florida","Putman","Nashua","0"
"54Palatka",445,54,"USA","Florida","Putnam","Palatka","764"
"54Palm Valley",1057,54,"USA","Florida","Putnam","Palm Valley","0"
"54Pomona Park",458,54,"USA","Florida","Putnam","Pomona Park","63"
"54Ponte Vedra Beach",722,54,"USA","Florida","Putnam","Ponte Vedra Beach","0"
"54Port Saint Lucie",720,54,"USA","Florida","Putnam","Port Saint Lucie","0"
"54Putnam Hall",1131,54,"USA","Florida","Putnam","Putnam Hall","0"
"54River Park",975,54,"USA","Florida","Putnam","River Park","0"
"54Saint Augustine",724,54,"USA","Florida","Putnam","Saint Augustine","0"
"54Saint Augustine Beach",1102,54,"USA","Florida","Putnam","Saint Augustine Beach","0"
"54Saint Augustine Shores",1106,54,"USA","Florida","Putnam","Saint Augustine Shores","0"
"54Saint Lucie",958,54,"USA","Florida","Putnam","Saint Lucie","0"
"54San Mateo",601,54,"USA","Florida","Putnam","San Mateo","29"
"54Satsuma",453,54,"USA","Florida","Putnam","Satsuma","64"
"54Sawgrass",1055,54,"USA","Florida","Putnam","Sawgrass","0"
"54South Ponte Vedra Beach",1083,54,"USA","Florida","Putnam","South Ponte Vedra Beach","0"
"54Summer Haven",1120,54,"USA","Florida","Putnam","Summer Haven","0"
"54Vermont Heights",1111,54,"USA","Florida","Putnam","Vermont Heights","0"
"54Viking",950,54,"USA","Florida","Putnam","Viking","0"
"54Vilano Beach",1093,54,"USA","Florida","Putnam","Vilano Beach","0"
"54Villano Beach",1092,54,"USA","Florida","Putnam","Villano Beach","0"
"54Walton",974,54,"USA","Florida","Putnam","Walton","0"
"54Welaka",461,54,"USA","Florida","Putnam","Welaka","35"
"54White City",970,54,"USA","Florida","Putnam","White City","0"
"54Yelvington",1134,54,"USA","Florida","Putnam","Yelvington","0"
"55Anastasia",1318,55,"USA","Florida","St. Johns","Anastasia","0"
"55Butler Beach",1307,55,"USA","Florida","St Johns","Butler Beach","0"
"55Byrd",1309,55,"USA","Florida","St Johns","Byrd","0"
"55College Park",1302,55,"USA","Florida","St Johns","College Park","0"
"55Dupont Center",1306,55,"USA","Florida","St Johns","Dupont Center","0"
"55Elkton",704,55,"USA","Florida","St Johns","Elkton","43"
"55Fruit Cove",539,55,"","Florida","St. Johns","Fruit Cove","16"
"55Hastings",602,55,"USA","Florida","St. Johns","Hastings","68"
"55Jacksonville",703,55,"USA","Florida","St Johns","Jacksonville","163"
"55Molasses Junction",1504,55,"USA","Florida","St Johns","Molasses Junction","0"
"55Myrtle Island",1310,55,"USA","Florida","St Johns","Myrtle Island","0"
"55Orangedale",1300,55,"USA","Florida","St Johns","Orangedale","0"
"55Pointe Verde",1507,55,"USA","Florida","St Johns","Pointe Verde","0"
"55Ponte Verda Beach",1301,55,"USA","Florida","St Johns","Ponte Verda Beach","0"
"55Saint Augustine",705,55,"USA","Florida","St Johns","Saint Augustine","1977"
"55Spuds",1308,55,"USA","","St Johns","Spuds","0"
"55St Augustine Shores",1505,55,"USA","Florida","St Johns","St Augustine Shores","0"
"55St. Augustine",1305,55,"USA","","St Johns","St. Augustine","0"
"55St. Augustine South",1303,55,"USA","","St Johns","St. Augustine South","0"
"55Switzerland",599,55,"USA","Florida","St Johns","Switzerland","2"
"55Vilano Beach",1304,55,"USA","","St Johns","Vilano Beach","0"
"56Fort Pierce",706,56,"USA","Florida","St Lucie","Fort Pierce","2161"
"56Hutchinson Island",708,56,"USA","Florida","St Lucie","Hutchinson Island","1"
"56Okeechobee",707,56,"USA","Florida","St Lucie","Okeechobee","1"
"56Port Saint Lucie",709,56,"USA","Florida","St Lucie","Port Saint Lucie","3523"
"57Allentown",1349,57,"USA","Florida","Santa Rosa","Allentown","0"
"57Avalon",1348,57,"USA","Florida","Santa Rosa","Avalon","0"
"57Bagdad",612,57,"USA","Florida","Santa Rosa","Bagdad","9"
"57Berrydale",1355,57,"USA","Florida","Santa Rosa","Berrydale","0"
"57Blackwater River CF",1369,57,"USA","Florida","Santa Rosa","Blackwater River CF","0"
"57Brownsdale",1351,57,"USA","Florida","Santa Rosa","Brownsdale","0"
"57Chumuckla",1350,57,"USA","Florida","Santa Rosa","Chumuckla","0"
"57Cobbtown",1358,57,"USA","Florida","Santa Rosa","Cobbtown","0"
"57Dickerson City",1346,57,"USA","Florida","Santa Rosa","Dickerson City","0"
"57Dixonville",1366,57,"USA","Florida","Santa Rosa","Dixonville","0"
"57East Milton",1360,57,"USA","Florida","Santa Rosa","East Milton","0"
"57Fidelis",1356,57,"USA","Florida","Santa Rosa","Fidelis","0"
"57Garcon Point",1345,57,"USA","Florida","Santa Rosa","Garcon Point","0"
"57Gulf Breeze",609,57,"USA","Florida","Santa Rosa","Gulf Breeze","587"
"57Harold",1362,57,"USA","Florida","Santa Rosa","Harold","0"
"57Harper",1344,57,"USA","Florida","Santa Rosa","Harper","0"
"57Holley",1343,57,"USA","Florida","Santa Rosa","Holley","0"
"57Jay",614,57,"USA","Florida","Santa Rosa","Jay","108"
"57Milton",613,57,"USA","Florida","Santa Rosa","Milton","2249"
"57Mount Carmel",1365,57,"USA","Florida","Santa Rosa","Mount Carmel","0"
"57Mulat",1347,57,"USA","Florida","Santa Rosa","Mulat","0"
"57Munson",1354,57,"USA","Florida","Santa Rosa","Munson","0"
"57Navarre",615,57,"USA","Florida","Santa Rosa","Navarre","484"
"57Navarre Beach",1367,57,"USA","Florida","Santa Rosa","Navarre Beach","0"
"57Oriolw Beach",1341,57,"USA","Florida","Santa Rosa","Oriolw Beach","0"
"57Pace",611,57,"USA","Florida","Santa Rosa","Pace","310"
"57Pea Ridge",1361,57,"USA","Florida","Santa Rosa","Pea Ridge","0"
"57Pensacola Beach",610,57,"USA","Florida","Santa Rosa","Pensacola Beach","8"
"57Pine Level",1352,57,"USA","Florida","Santa Rosa","Pine Level","0"
"57Point Baker",1363,57,"USA","Florida","Santa Rosa","Point Baker","0"
"57Roeville",1364,57,"USA","Florida","Santa Rosa","Roeville","0"
"57Santa Rosa CI",1368,57,"USA","Florida","Santa Rosa","Santa Rosa CI","0"
"57Springhill",1353,57,"USA","Florida","Santa Rosa","Springhill","0"
"57Wallace",1359,57,"USA","Florida","Santa Rosa","Wallace","0"
"57Whitfield",1357,57,"USA","Florida","Santa Rosa","Whitfield","0"
"57Woodlawn Beach",1342,57,"USA","Florida","Santa Rosa","Woodlawn Beach","0"
"58Bee Ridge",1011,58,"USA","Florida","Sarasota","Bee Ridge","0"
"58Desoto Lakes",1007,58,"USA","Florida","Sarasota","Desoto Lakes","0"
"58Englewood",177,58,"USA","Florida","Sarasota","Englewood","96"
"58Fruitville",1006,58,"USA","Florida","Sarasota","Fruitville","0"
"58Gulf Gate Estates",1017,58,"USA","Florida","Sarasota","Gulf Gate Estates","0"
"58Kensington Park",1004,58,"USA","Florida","Sarasota","Kensington Park","0"
"58Lake Sarasota",1010,58,"USA","Florida","Sarasota","Lake Sarasota","0"
"58Laurel",510,58,"USA","Florida","Sarasota","Laurel","2"
"58Longboat Key",608,58,"USA","Florida","Sarasota","Longboat Key","2"
"58Longboat Key",329,58,"USA","Florida","Sarasota","Longboat Key","2"
"58New College of Florida",1417,58,"USA","Florida","Sarasota","New College of Florida","0"
"58Nokomis",350,58,"USA","Florida","Sarasota","Nokomis","137"
"58North Port",356,58,"USA","Florida","Sarasota","North Port","717"
"58North Sarasota",1003,58,"USA","Florida","Sarasota","North Sarasota","0"
"58North Venice",607,58,"USA","Florida","Sarasota","North Venice","6"
"58Osprey",343,58,"USA","Florida","Sarasota","Osprey","73"
"58Plantation",721,58,"USA","Florida","Sarasota","Plantation","0"
"58Ridge Wood Heights",1015,58,"USA","Florida","Sarasota","Ridge Wood Heights","0"
"58Sarasota",332,58,"USA","Florida","Sarasota","Sarasota","4680"
"58Sarasota Beach",1016,58,"USA","Florida","Sarasota","Sarasota Beach","0"
"58Sarasota Springs",1013,58,"USA","Florida","Sarasota","Sarasota Springs","0"
"58Siesta Key",333,58,"USA","Florida","Sarasota","Siesta Key","4"
"58South Gate Ridge",1012,58,"USA","Florida","Sarasota","South Gate Ridge","0"
"58South Sarasota",1014,58,"USA","Florida","Sarasota","South Sarasota","0"
"58South Venice",1029,58,"USA","Florida","Sarasota","South Venice","0"
"58Southgate",1009,58,"USA","Florida","Sarasota","Southgate","0"
"58The Meadows",1008,58,"USA","Florida","Sarasota","The Meadows","0"
"58Vamo",1018,58,"USA","Florida","Sarasota","Vamo","0"
"58Venice",352,58,"USA","Florida","Sarasota","Venice","528"
"58Venice Gardens",1028,58,"USA","Florida","Sarasota","Venice Gardens","0"
"58Warm Mineral Springs",1030,58,"USA","Florida","Sarasota","Warm Mineral Springs","0"
"59Altamonte Springs",82,59,"USA","Florida","Seminole","Altamonte Springs","1196"
"59Casselberry",68,59,"USA","Florida","Seminole","Casselberry","738"
"59Chuluota",65,59,"USA","Florida","Seminole","Chuluota","78"
"59Fern Park",78,59,"USA","Florida","Seminole","Fern Park","29"
"59Forest City",715,59,"USA","Florida","Seminole","Forest City","0"
"59Geneva",50,59,"USA","Florida","Seminole","Geneva","71"
"59Goldenrod",479,59,"USA","Florida","Seminole","Goldenrod","2"
"59Heathrow",549,59,"USA","Florida","Seminole","Heathrow","10"
"59Lake Mary",53,59,"USA","Florida","Seminole","Lake Mary","641"
"59Lake Monroe",46,59,"USA","Florida","Seminole","Lake Monroe","3"
"59Longwood",63,59,"USA","Florida","Seminole","Longwood","871"
"59Oviedo",64,59,"USA","Florida","Seminole","Oviedo","1117"
"59Sanford",45,59,"USA","Florida","Seminole","Sanford","1759"
"59Wekiva Springs",774,59,"USA","Florida","Seminole","Wekiva Springs","0"
"59Winter Springs",69,59,"USA","Florida","Seminole","Winter Springs","553"
"5Angel City",788,5,"USA","Florida","Brevard","Angel City","0"
"5At Large",1175,5,"USA","Florida","Brevard","At Large","0"
"5Barefoot Bay",554,5,"USA","Florida","Brevard","Barefoot Bay","12"
"5Bellwood",776,5,"USA","Florida","Brevard","Bellwood","0"
"5Canova Beach",809,5,"USA","Florida","Brevard","Canova Beach","0"
"5Cape Canaveral",91,5,"USA","Florida","Brevard","Cape Canaveral","76"
"5Cocoa",98,5,"USA","Florida","Brevard","Cocoa","694"
"5Cocoa Beach",111,5,"USA","Florida","Brevard","Cocoa Beach","135"
"5Courtenay",779,5,"USA","Florida","Brevard","Courtenay","0"
"5Eau Gallie",812,5,"USA","Florida","Brevard","Eau Gallie","0"
"5Frontenac",780,5,"USA","Florida","Brevard","Frontenac","0"
"5Grant-Valkaria",489,5,"USA","Florida","Brevard","Grant-Valkaria","21"
"5Indialantic",122,5,"USA","Florida","Brevard","Indialantic","103"
"5Indian Harbour Beach",119,5,"USA","Florida","Brevard","Indian Harbour Beach","51"
"5Indian River City",775,5,"USA","Florida","Brevard","Indian River City","0"
"5June Park",820,5,"USA","Florida","Brevard","June Park","0"
"5Malabar",132,5,"USA","Florida","Brevard","Malabar","34"
"5Melbourne",123,5,"USA","Florida","Brevard","Melbourne","1843"
"5Melbourne Beach",126,5,"USA","Florida","Brevard","Melbourne Beach","63"
"5Melbourne Village",824,5,"USA","Florida","Brevard","Melbourne Village","0"
"5Merritt Island",104,5,"USA","Florida","Brevard","Merritt Island","450"
"5Micco",490,5,"USA","Florida","Brevard","Micco","4"
"5Mims",54,5,"USA","Florida","Brevard","Mims","71"
"5Palm Bay",128,5,"USA","Florida","Brevard","Palm Bay","1290"
"5Palm Shores",117,5,"USA","Florida","Brevard","Palm Shores","12"
"5Patrick Air Force Base",555,5,"USA","Florida","Brevard","Patrick Air Force Base","25"
"5Pineda",799,5,"USA","Florida","Brevard","Pineda","0"
"5Port Saint John",88,5,"USA","Florida","Brevard","Port Saint John","3"
"5Rockledge",107,5,"USA","Florida","Brevard","Rockledge","393"
"5Satellite Beach",116,5,"USA","Florida","Brevard","Satellite Beach","146"
"5Scottsmoor",40,5,"USA","Florida","Brevard","Scottsmoor","2"
"5Sebastian",556,5,"USA","Florida","Brevard","Sebastian","11"
"5Sharpes",483,5,"USA","Florida","Brevard","Sharpes","1"
"5Shiloh",757,5,"USA","Florida","Brevard","Shiloh","0"
"5South Patrick Shores",798,5,"USA","Florida","Brevard","South Patrick Shores","0"
"5Titusville",59,5,"USA","Florida","Brevard","Titusville","433"
"5Turnbull",761,5,"USA","Florida","Brevard","Turnbull","0"
"5Valkaria",133,5,"USA","Florida","Brevard","Valkaria","2"
"5Viera",557,5,"USA","Florida","Brevard","Viera","47"
"5West Melbourne",129,5,"USA","Florida","Brevard","West Melbourne","142"
"5Wilson",762,5,"USA","Florida","Brevard","Wilson","0"
"60Bushnell",96,60,"USA","Florida","Sumter","Bushnell","243"
"60Center Hill",102,60,"USA","Florida","Sumter","Center Hill","37"
"60Coleman",71,60,"USA","Florida","Sumter","Coleman","104"
"60Lake Panasoffkee",84,60,"USA","Florida","Sumter","Lake Panasoffkee","68"
"60Oxford",48,60,"USA","Florida","Sumter","Oxford","84"
"60Saint Catherine",789,60,"USA","Florida","Sumter","Saint Catherine","0"
"60Sumterville",83,60,"USA","Florida","Sumter","Sumterville","28"
"60The Villages",548,60,"USA","Florida","Sumter","The Villages","433"
"60Webster",106,60,"USA","Florida","Sumter","Webster","71"
"60Wildwood",57,60,"USA","Florida","Sumter","Wildwood","231"
"61Branford",436,61,"USA","Florida","Suwannee","Branford","73"
"61Dowling Park",418,61,"USA","Florida","Suwannee","Dowling Park","8"
"61Ellaville",1067,61,"USA","Florida","Suwannee","Ellaville","0"
"61Falmouth",1071,61,"USA","Florida","Suwannee","Falmouth","0"
"61Houston",1079,61,"USA","Florida","Suwannee","Houston","0"
"61Live Oak",408,61,"USA","Florida","Suwannee","Live Oak","1635"
"61Luraville",1104,61,"USA","Florida","Suwannee","Luraville","0"
"61Mcalpin",422,61,"USA","Florida","Suwannee","Mcalpin","47"
"61Newburn",1090,61,"USA","Florida","Suwannee","Newburn","0"
"61O Brien",519,61,"USA","Florida","Suwannee","O Brien","64"
"61Suwannee",1063,61,"USA","Florida","Suwannee","Suwannee","0"
"61Wellborn",411,61,"USA","Florida","Suwannee","Wellborn","41"
"62Athena",1128,62,"USA","Florida","Taylor","Athena","0"
"62Boyd",1108,62,"USA","Florida","Taylor","Boyd","0"
"62Dekle Beach",1154,62,"USA","Florida","Taylor","Dekle Beach","0"
"62Eridu",1098,62,"USA","Florida","Taylor","Eridu","0"
"62Foley",1124,62,"USA","Florida","Taylor","Foley","0"
"62Hampton Springs",1125,62,"USA","Florida","Taylor","Hampton Springs","0"
"62Lake Bird",1100,62,"USA","Florida","Taylor","Lake Bird","0"
"62Perry",431,62,"USA","Florida","Taylor","Perry","916"
"62Pinland",1126,62,"USA","Florida","Taylor","Pinland","0"
"62Salem",501,62,"USA","Florida","Taylor","Salem","1"
"62Shady Grove",517,62,"USA","Florida","Taylor","Shady Grove","5"
"62Steinhatchee",263,62,"USA","Florida","Taylor","Steinhatchee","32"
"62Tennille",935,62,"USA","Florida","Taylor","Tennille","0"
"63Dukes",1109,63,"USA","Florida","Union","Dukes","0"
"63Florida Dept Of Corrections",547,63,"USA","Florida","Union","Florida Dept Of Corrections","22"
"63Lake Butler",423,63,"USA","Florida","Union","Lake Butler","350"
"63Raiford",420,63,"USA","Florida","Union","Raiford","58"
"63Worthington Springs",1117,63,"USA","Florida","Union","Worthington Springs","0"
"64Allandale",735,64,"USA","Florida","Volusia","Allandale","0"
"64Ariel",751,64,"USA","Florida","Volusia","Ariel","0"
"64Barberville",737,64,"USA","Florida","Volusia","Barberville","0"
"64Cassadaga",472,64,"USA","Florida","Volusia","Cassadaga","1"
"64Daytona Beach",8,64,"USA","Florida","Volusia","Daytona Beach","1781"
"64Daytona Beach Shores",469,64,"USA","Florida","Volusia","Daytona Beach Shores","2"
"64De Leon Springs",27,64,"USA","Florida","Volusia","De Leon Springs","119"
"64Debary",34,64,"USA","Florida","Volusia","Debary","324"
"64Deland",471,64,"USA","Florida","Volusia","Deland","1287"
"64Deltona",32,64,"USA","Florida","Volusia","Deltona","1522"
"64Edgewater",24,64,"USA","Florida","Volusia","Edgewater","180"
"64Eldridge",734,64,"USA","Florida","Volusia","Eldridge","0"
"64Enterprise",36,64,"USA","Florida","Volusia","Enterprise","7"
"64Glencoe",747,64,"USA","Florida","Volusia","Glencoe","0"
"64Holly Hill",5,64,"USA","Florida","Volusia","Holly Hill","119"
"64Lake Helen",28,64,"USA","Florida","Volusia","Lake Helen","32"
"64Maytown",758,64,"USA","Florida","Volusia","Maytown","0"
"64New Smyrna Beach",23,64,"USA","Florida","Volusia","New Smyrna Beach","392"
"64North De Land",748,64,"USA","Florida","Volusia","North De Land","0"
"64Oak Hill",41,64,"USA","Florida","Volusia","Oak Hill","21"
"64Orange City",30,64,"USA","Florida","Volusia","Orange City","497"
"64Ormond-By-The-Sea",1164,64,"USA","Florida","Volusia","Ormond-By-The-Sea","0"
"64Ormond Beach",466,64,"USA","Florida","Volusia","Ormond Beach","726"
"64Osteen",37,64,"USA","Florida","Volusia","Osteen","31"
"64Pierson",10,64,"USA","Florida","Volusia","Pierson","143"
"64Ponce Inlet",16,64,"USA","Florida","Volusia","Ponce Inlet","18"
"64Port Orange",14,64,"USA","Florida","Volusia","Port Orange","553"
"64Samsula",745,64,"USA","Florida","Volusia","Samsula","0"
"64Seville",4,64,"USA","Florida","Volusia","Seville","49"
"64South Daytona",9,64,"USA","Florida","Volusia","South Daytona","81"
"64West De Land",753,64,"USA","Florida","Volusia","West De Land","0"
"65Crawfordville",437,65,"USA","Florida","Wakulla","Crawfordville","615"
"65Medart",1140,65,"USA","Florida","Wakulla","Medart","0"
"65Newport",1123,65,"USA","Florida","Wakulla","Newport","0"
"65Panacea",525,65,"USA","Florida","Wakulla","Panacea","21"
"65Saint Marks",441,65,"USA","Florida","Wakulla","Saint Marks","3"
"65Sanborn",1148,65,"USA","Florida","Wakulla","Sanborn","0"
"65Smith Creek",1133,65,"USA","Florida","Wakulla","Smith Creek","0"
"65Sopchoppy",450,65,"USA","Florida","Wakulla","Sopchoppy","20"
"65Wakulla",1114,65,"USA","Florida","Wakulla","Wakulla","0"
"65Wakulla Beach",1129,65,"USA","Florida","Wakulla","Wakulla Beach","0"
"65Wakulla Springs",546,65,"USA","Florida","Wakulla","Wakulla Springs","2"
"66Alys Beach",1173,66,"USA","Florida","Walton","Alys Beach","0"
"66Defuniak Springs",534,66,"USA","Florida","Walton","Defuniak Springs","454"
"66Freeport",541,66,"USA","Florida","Walton","Freeport","163"
"66Inlet Beach",543,66,"USA","Florida","Walton","Inlet Beach","34"
